
   The included below is "mass table" calculated with the NL3* covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=2004
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 90 214  0.295  -1932.236  -0.2 -16.8 -26.76 -18.69  6.318  0.307  0.284  0.129  0.126  7.077  6.267
 90 216  0.299  -1932.517  -0.1 -17.0 -28.54 -19.10  6.330  0.307  0.284  0.112  0.115  7.105  6.279
 90 218  0.302  -1932.640   0.0 -17.1 -30.27 -19.52  6.341  0.307  0.283  0.096  0.104  7.134  6.291
 92 118  0.000  -1600.254 -10.4   0.0 -10.25  -0.99  5.638  0.000  0.000  0.000  0.000  5.684  5.581
 92 120  0.000  -1620.692 -10.0  -0.4  -7.78  -1.34  5.647  0.000  0.000  0.000  0.000  5.707  5.590
 92 122  0.000  -1640.392  -9.7  -0.8  -5.50  -1.66  5.655  0.000  0.000  0.000  0.000  5.731  5.598
 92 124  0.000  -1659.262  -9.2  -1.1  -2.98  -2.02  5.662  0.000  0.000  0.000  0.000  5.754  5.605
 92 126  0.000  -1677.124  -9.1  -1.5   0.00  -2.62  5.669  0.000  0.000  0.000  0.000  5.778  5.612
 92 128  0.000  -1690.722  -6.7  -2.0  -5.30  -1.31  5.690  0.000  0.000  0.000  0.000  5.811  5.634
 92 130  0.000  -1704.010  -6.6  -2.6  -8.75  -0.74  5.711  0.000  0.000  0.000  0.000  5.842  5.654
 92 132  0.000  -1716.992  -6.4  -3.1 -10.75  -0.35  5.731  0.000  0.000  0.000  0.000  5.873  5.675
 92 134  0.000  -1729.642  -6.2  -3.6 -11.47  -0.05  5.751  0.000  0.000  0.000  0.000  5.902  5.695
 92 136  0.000  -1741.891  -6.0  -4.2 -11.05  -0.05  5.771  0.000  0.000  0.000  0.000  5.931  5.715
 92 138  0.236  -1753.630  -6.5  -5.2  -5.75  -7.19  5.813  0.232  0.241  0.190  0.182  5.995  5.758
 92 140  0.253  -1766.197  -6.1  -5.7  -5.94  -7.32  5.832  0.251  0.256  0.193  0.187  6.028  5.777
 92 142  0.268  -1778.170  -5.8  -6.2  -5.62  -7.90  5.851  0.268  0.270  0.192  0.187  6.061  5.797
 92 144  0.278  -1789.477  -5.5  -6.6  -6.39  -8.90  5.869  0.278  0.278  0.179  0.176  6.092  5.815
 92 146  0.285  -1800.272  -5.3  -7.0  -6.58  -9.95  5.887  0.285  0.284  0.159  0.158  6.121  5.832
 92 148  0.292  -1810.588  -5.0  -7.4  -5.60 -10.86  5.905  0.293  0.292  0.139  0.143  6.150  5.851
 92 150  0.294  -1820.226  -4.6  -7.7  -6.08 -11.64  5.920  0.295  0.293  0.117  0.127  6.178  5.865
 92 152  0.290  -1829.189  -4.4  -8.0  -8.56 -12.46  5.932  0.291  0.289  0.094  0.108  6.204  5.878
 92 154  0.282  -1837.764  -4.2  -8.3 -10.11 -13.41  5.942  0.283  0.279  0.069  0.088  6.228  5.888
 92 156  0.271  -1846.071  -4.1  -8.6 -10.38 -14.42  5.951  0.274  0.267  0.043  0.066  6.251  5.897
 92 158  0.259  -1854.112  -4.0  -8.9  -9.98 -15.28  5.959  0.262  0.253  0.018  0.044  6.274  5.905
 92 160  0.242  -1861.850  -3.8  -9.1 -10.00 -15.51  5.964  0.246  0.234 -0.007  0.021  6.295  5.910
 92 162  0.214  -1869.321  -3.7  -9.3 -12.07 -14.13  5.967  0.220  0.204 -0.022  0.003  6.312  5.913
 92 164  0.184  -1876.711  -3.7  -9.5 -14.31 -11.92  5.971  0.190  0.171 -0.028 -0.008  6.329  5.917
 92 166  0.161  -1884.016  -3.6  -9.7 -15.28 -10.62  5.977  0.168  0.149 -0.035 -0.016  6.350  5.923
 92 168  0.141  -1891.191  -3.6  -9.9 -15.72  -9.82  5.984  0.147  0.129 -0.041 -0.022  6.371  5.930
 92 170  0.000  -1898.700  -3.7 -10.4 -25.46  -0.01  5.983  0.000  0.000  0.000  0.000  6.382  5.929
 92 172 -0.006  -1906.078  -3.6 -10.7 -23.37   0.00  5.992 -0.007 -0.004  0.000  0.000  6.407  5.939
 92 174 -0.005  -1913.191  -3.5 -10.9 -21.00  -0.01  6.002 -0.005 -0.003  0.000  0.000  6.433  5.948
 92 176 -0.003  -1920.078  -3.4 -11.2 -18.23  -0.03  6.010 -0.004 -0.002  0.000  0.000  6.459  5.957
 92 178 -0.002  -1926.722  -3.3 -11.4 -14.96   0.00  6.018 -0.003 -0.002  0.000  0.000  6.485  5.965
 92 180 -0.002  -1933.098  -3.1 -11.6 -11.09  -0.04  6.026 -0.002 -0.001  0.000  0.000  6.512  5.972
 92 182 -0.001  -1939.171  -3.0 -11.9  -6.35  -0.02  6.033 -0.001 -0.001  0.000  0.000  6.539  5.979
 92 184  0.000  -1944.882  -3.5 -12.1   0.00  -0.04  6.038  0.000  0.000  0.000  0.000  6.566  5.985
 92 186  0.000  -1946.583  -0.8 -12.3  -8.28  -0.05  6.058  0.000  0.000  0.000  0.000  6.596  6.005
 92 188  0.000  -1948.164  -0.8 -12.6 -14.79  -0.01  6.078  0.000  0.000  0.000  0.000  6.626  6.025
 92 190  0.000  -1949.655  -0.7 -12.9 -20.17  -0.03  6.096  0.000  0.000  0.000  0.000  6.655  6.043
 92 192  0.000  -1951.072  -0.7 -13.2 -24.72  -0.02  6.114  0.000  0.000  0.000  0.000  6.684  6.061
 92 194  0.001  -1952.419  -0.7 -13.4 -28.63  -0.05  6.131  0.001  0.000  0.000  0.000  6.713  6.079
 92 196  0.001  -1953.702  -0.6 -13.7 -32.04  -0.01  6.148  0.001  0.001  0.000  0.000  6.742  6.095
 92 198  0.001  -1954.918  -0.6 -13.9 -35.08  -0.01  6.163  0.001  0.001  0.000  0.000  6.771  6.111
 92 200  0.000  -1956.069  -0.6 -14.2 -37.79  -0.01  6.178  0.000  0.000  0.000  0.000  6.800  6.126
 92 202  0.230  -1957.631  -0.9 -14.9 -19.34 -14.21  6.229  0.235  0.220  0.177  0.142  6.867  6.178
 92 204  0.249  -1959.405  -0.8 -15.2 -19.53 -14.45  6.251  0.253  0.239  0.180  0.151  6.900  6.200
 92 206  0.262  -1960.992  -0.7 -15.4 -20.22 -14.88  6.271  0.266  0.251  0.174  0.151  6.931  6.219
 92 208  0.272  -1962.377  -0.6 -15.7 -21.11 -15.39  6.288  0.277  0.261  0.163  0.147  6.963  6.237
 92 210  0.281  -1963.559  -0.5 -15.9 -22.08 -15.95  6.305  0.285  0.269  0.152  0.142  6.994  6.254
 92 212  0.288  -1964.540  -0.4 -16.1 -23.20 -16.55  6.321  0.293  0.276  0.139  0.136  7.024  6.270
 92 214  0.293  -1965.323  -0.3 -16.2 -24.63 -17.16  6.336  0.298  0.280  0.126  0.128  7.054  6.285
 92 216  0.296  -1965.918  -0.3 -16.4 -26.31 -17.78  6.350  0.301  0.282  0.112  0.120  7.084  6.299
 92 218  0.306  -1966.343  -0.2 -16.6 -28.03 -18.39  6.364  0.306  0.286  0.103  0.113  7.115  6.313
 92 220  0.308  -1966.616  -0.1 -16.7 -29.72 -18.99  6.375  0.306  0.286  0.088  0.103  7.144  6.325
 92 222  0.309  -1966.746   0.0 -16.9 -31.35 -19.54  6.387  0.306  0.285  0.076  0.095  7.174  6.336
 92 224  0.309  -1966.740   0.0 -17.0 -33.01 -20.02  6.397  0.307  0.284  0.068  0.087  7.203  6.347
 94 122  0.000  -1640.504 -10.0   0.4  -5.06  -9.40  5.684  0.000  0.000  0.000  0.000  5.736  5.628
 94 124  0.000  -1660.130  -9.6   0.0  -2.89  -9.62  5.691  0.000  0.000  0.000  0.000  5.759  5.634
 94 126  0.000  -1678.735  -9.5  -0.4   0.00  -9.91  5.697  0.000  0.000  0.000  0.000  5.783  5.641
 94 128  0.000  -1693.314  -7.2  -0.9  -5.30  -9.48  5.719  0.000  0.000  0.000  0.000  5.815  5.662
 94 130  0.000  -1707.571  -7.1  -1.3  -8.67  -9.10  5.739  0.000  0.000  0.000  0.000  5.846  5.683
 94 132  0.000  -1721.518  -6.9  -1.8 -10.55  -8.77  5.759  0.000  0.000  0.000  0.000  5.876  5.704
 94 134  0.000  -1735.133  -6.7  -2.3 -11.05  -8.46  5.779  0.000  0.000  0.000  0.000  5.905  5.724
 94 136  0.232  -1748.686  -7.3  -3.7  -7.14  -5.49  5.825  0.225  0.243  0.182  0.180  5.969  5.770
 94 138  0.248  -1763.040  -7.0  -4.2  -5.74  -4.64  5.844  0.241  0.257  0.191  0.188  6.001  5.789
 94 140  0.262  -1776.662  -6.6  -4.7  -5.84  -4.52  5.861  0.257  0.269  0.191  0.188  6.032  5.806
 94 142  0.274  -1789.604  -6.3  -5.2  -5.18  -4.88  5.878  0.271  0.279  0.189  0.187  6.063  5.823
 94 144  0.282  -1801.788  -5.9  -5.7  -6.20  -5.71  5.894  0.280  0.285  0.177  0.176  6.093  5.840
 94 146  0.288  -1813.425  -5.7  -6.1  -6.17  -6.79  5.911  0.287  0.290  0.159  0.162  6.122  5.857
 94 148  0.296  -1824.536  -5.4  -6.6  -4.66  -7.89  5.928  0.295  0.297  0.142  0.148  6.150  5.874
 94 150  0.296  -1834.838  -4.9  -6.9  -5.72  -8.91  5.942  0.296  0.297  0.121  0.133  6.177  5.888
 94 152  0.293  -1844.438  -4.7  -7.2  -8.19 -10.10  5.954  0.293  0.294  0.099  0.115  6.203  5.900
 94 154  0.286  -1853.628  -4.5  -7.5  -9.68 -11.52  5.966  0.286  0.286  0.075  0.096  6.227  5.912
 94 156  0.277  -1862.527  -4.4  -7.9  -9.85 -13.09  5.976  0.278  0.276  0.050  0.075  6.251  5.922
 94 158  0.266  -1871.130  -4.2  -8.2  -9.37 -14.52  5.984  0.268  0.264  0.024  0.052  6.274  5.930
 94 160  0.251  -1879.401  -4.1  -8.4  -9.12 -15.48  5.991  0.254  0.248 -0.001  0.029  6.296  5.937
 94 162  0.230  -1887.344  -3.9  -8.7 -10.11 -15.35  5.996  0.233  0.224 -0.020  0.009  6.314  5.943
 94 164  0.201  -1895.093  -3.9  -8.9 -12.23 -14.22  6.000  0.205  0.195 -0.025  0.000  6.331  5.946
 94 166  0.178  -1902.741  -3.8  -9.0 -13.24 -13.72  6.006  0.182  0.170 -0.031 -0.008  6.350  5.952
 94 168  0.154  -1910.276  -3.7  -9.2 -13.86 -13.52  6.012  0.158  0.146 -0.037 -0.015  6.370  5.958
 94 170 -0.101  -1917.926  -3.9  -9.5 -19.10  -7.28  6.014 -0.107 -0.090  0.023  0.021  6.385  5.961
 94 172 -0.084  -1925.632  -3.8  -9.6 -18.04  -7.52  6.022 -0.089 -0.074  0.013  0.013  6.408  5.969
 94 174 -0.063  -1933.136  -3.7  -9.8 -16.91  -8.00  6.030 -0.067 -0.055  0.004  0.006  6.431  5.977
 94 176  0.000  -1940.470  -3.6  -9.8 -16.80  -8.77  6.037  0.000  0.000  0.000  0.000  6.454  5.984
 94 178 -0.008  -1947.648  -3.5 -10.1 -13.75  -8.87  6.045 -0.009 -0.007  0.000  0.000  6.480  5.991
 94 180 -0.003  -1954.477  -3.3 -10.3 -10.33  -8.99  6.052 -0.003 -0.003  0.000  0.000  6.506  5.998
 94 182 -0.001  -1960.985  -3.2 -10.5  -5.99  -9.12  6.058 -0.001 -0.001  0.000  0.000  6.533  6.005
 94 184  0.000  -1967.113  -3.7 -10.7   0.00  -9.26  6.063  0.000  0.000  0.000  0.000  6.560  6.010
 94 186  0.000  -1969.405  -1.1 -11.0  -8.06  -9.31  6.084  0.000  0.000  0.000  0.000  6.589  6.031
 94 188  0.000  -1971.562  -1.1 -11.3 -14.29  -9.36  6.104  0.000  0.000  0.000  0.000  6.618  6.051
 94 190  0.000  -1973.619  -1.0 -11.6 -19.36  -9.41  6.124  0.000  0.000  0.000  0.000  6.647  6.071
 94 192  0.000  -1975.587  -1.0 -11.9 -23.60  -9.47  6.142  0.000  0.000  0.000  0.000  6.675  6.090
 94 194  0.000  -1977.451  -0.9 -12.2 -27.24  -9.52  6.160  0.000  0.000  0.000  0.000  6.703  6.108
 94 196  0.121  -1979.422  -1.1 -13.0 -20.94 -11.14  6.177  0.127  0.107  0.101  0.067  6.749  6.125
 94 198  0.175  -1981.677  -1.2 -13.5 -19.08 -13.50  6.205  0.180  0.166  0.145  0.110  6.787  6.153
 94 200  0.220  -1984.244  -1.3 -13.9 -17.07 -13.05  6.237  0.222  0.216  0.182  0.149  6.826  6.185
 94 202  0.242  -1986.776  -1.2 -14.2 -16.89 -12.74  6.260  0.244  0.238  0.191  0.161  6.859  6.208
 94 204  0.256  -1989.094  -1.1 -14.5 -17.39 -12.82  6.279  0.258  0.252  0.188  0.162  6.890  6.228
 94 206  0.267  -1991.169  -1.0 -14.7 -18.18 -13.16  6.296  0.269  0.262  0.179  0.160  6.920  6.245
 94 208  0.276  -1993.002  -0.9 -15.0 -19.13 -13.63  6.313  0.278  0.270  0.168  0.155  6.950  6.262
 94 210  0.283  -1994.605  -0.7 -15.2 -20.07 -14.21  6.329  0.286  0.276  0.156  0.149  6.980  6.278
 94 212  0.289  -1995.983  -0.6 -15.4 -21.14 -14.86  6.344  0.293  0.281  0.142  0.141  7.010  6.294
 94 214  0.293  -1997.138  -0.5 -15.6 -22.55 -15.59  6.359  0.297  0.284  0.129  0.133  7.039  6.308
 94 216  0.295  -1998.086  -0.4 -15.8 -24.18 -16.36  6.372  0.300  0.286  0.114  0.123  7.067  6.322
 94 218  0.296  -1998.847  -0.3 -15.9 -25.87 -17.14  6.385  0.301  0.286  0.099  0.113  7.096  6.334
 94 220  0.297  -1999.441  -0.3 -16.1 -27.54 -17.88  6.397  0.301  0.285  0.085  0.103  7.124  6.346
 94 222  0.292  -1999.879  -0.2 -16.3 -29.19 -18.65  6.406  0.297  0.281  0.065  0.090  7.150  6.356
 94 224  0.285  -2000.176  -0.1 -16.4 -30.77 -19.29  6.415  0.289  0.274  0.045  0.077  7.176  6.364
 94 226  0.269  -2000.350  -0.1 -16.6 -32.15 -19.76  6.419  0.273  0.259  0.017  0.059  7.196  6.369
 94 228 -0.238  -2000.653  -0.1 -16.4 -33.80 -15.45  6.434 -0.240 -0.233  0.032  0.035  7.234  6.384
 94 230 -0.230  -2000.854  -0.1 -16.6 -34.45 -15.72  6.442 -0.232 -0.225  0.021  0.030  7.257  6.392
 94 232 -0.220  -2000.913   0.0 -16.7 -35.03 -16.06  6.448 -0.223 -0.215  0.010  0.024  7.278  6.398
 96 126  0.000  -1678.743  -9.9   0.3   0.00 -14.59  5.725  0.000  0.000  0.000  0.000  5.788  5.669
 96 128  0.000  -1694.306  -7.7  -0.2  -5.32 -14.20  5.746  0.000  0.000  0.000  0.000  5.819  5.690
 96 130 -0.037  -1709.568  -7.6  -0.7  -7.32 -13.12  5.768 -0.034 -0.040  0.007  0.008  5.851  5.712
 96 132  0.075  -1724.691  -7.4  -1.4  -6.28 -11.92  5.791  0.071  0.080  0.029  0.031  5.884  5.735
 96 134  0.178  -1739.294  -7.8  -2.3  -8.15  -9.34  5.821  0.171  0.188  0.127  0.127  5.931  5.766
 96 136  0.239  -1755.033  -7.8  -2.7  -8.20  -6.18  5.855  0.231  0.250  0.173  0.171  5.976  5.800
 96 138  0.252  -1770.334  -7.5  -3.2  -6.62  -5.53  5.872  0.245  0.263  0.180  0.177  6.005  5.817
 96 140  0.268  -1784.942  -7.2  -3.6  -6.26  -4.60  5.890  0.262  0.278  0.183  0.181  6.036  5.835
 96 142  0.281  -1798.889  -6.8  -4.1  -5.30  -3.82  5.906  0.275  0.289  0.182  0.181  6.066  5.851
 96 144  0.288  -1812.052  -6.4  -4.5  -6.25  -3.70  5.921  0.284  0.294  0.170  0.172  6.095  5.867
 96 146  0.294  -1824.650  -6.2  -5.0  -5.84  -3.96  5.936  0.291  0.298  0.156  0.160  6.123  5.882
 96 148  0.298  -1836.658  -5.8  -5.5  -3.54  -4.71  5.951  0.296  0.302  0.141  0.147  6.150  5.897
 96 150  0.297  -1847.669  -5.3  -5.9  -5.40  -6.40  5.964  0.296  0.300  0.120  0.132  6.176  5.910
 96 152  0.294  -1857.987  -5.0  -6.3  -7.70  -8.23  5.976  0.292  0.296  0.097  0.114  6.202  5.922
 96 154  0.287  -1867.890  -4.9  -6.7  -9.04 -10.03  5.988  0.286  0.288  0.074  0.094  6.226  5.934
 96 156  0.279  -1877.473  -4.7  -7.1  -9.17 -11.76  5.999  0.279  0.280  0.050  0.074  6.250  5.945
 96 158  0.284  -1886.319  -4.5  -7.5  -9.52 -12.98  6.025  0.299  0.302  0.044  0.072  6.291  5.972
 96 160  0.265  -1895.171  -4.3  -7.7  -8.41 -14.57  6.016  0.259  0.258  0.001  0.031  6.296  5.963
 96 162  0.237  -1903.732  -4.1  -8.0  -8.57 -15.18  6.023  0.243  0.241 -0.019  0.012  6.316  5.970
 96 164  0.213  -1912.188  -4.0  -8.2 -10.81 -14.76  6.028  0.218  0.214 -0.023  0.006  6.333  5.975
 96 166  0.192  -1920.184  -4.0  -8.4 -11.89 -14.90  6.033  0.193  0.189 -0.029 -0.002  6.351  5.980
 96 168  0.167  -1928.071  -3.9  -8.6 -12.51 -15.36  6.039  0.169  0.163 -0.035 -0.010  6.370  5.985
 96 170 -0.130  -1936.203  -4.1  -8.8 -15.75  -9.69  6.043 -0.135 -0.122  0.031  0.029  6.387  5.989
 96 172 -0.116  -1944.308  -4.0  -9.0 -14.38 -10.04  6.051 -0.121 -0.108  0.022  0.023  6.408  5.997
 96 174 -0.101  -1952.161  -3.9  -9.2 -12.92 -10.74  6.058 -0.104 -0.093  0.011  0.014  6.430  6.005
 96 176 -0.084  -1959.763  -3.7  -9.4 -11.11 -11.62  6.065 -0.087 -0.077  0.001  0.007  6.453  6.012
 96 178 -0.060  -1967.241  -3.6  -9.5  -9.85 -12.77  6.071 -0.062 -0.055 -0.006  0.001  6.476  6.018
 96 180 -0.009  -1974.407  -3.6  -9.6  -9.58 -14.03  6.076 -0.009 -0.008 -0.001  0.000  6.501  6.023
 96 182 -0.002  -1981.338  -3.4  -9.9  -5.69 -14.27  6.081 -0.002 -0.002  0.000  0.000  6.527  6.028
 96 184  0.000  -1987.874  -2.4 -10.1   0.00 -14.48  6.086  0.000  0.000  0.000  0.000  6.554  6.033
 96 186  0.000  -1990.782  -1.4 -10.4  -7.85 -14.55  6.108  0.000  0.000  0.000  0.000  6.583  6.055
 96 188  0.000  -1993.543  -1.4 -10.7 -13.80 -14.61  6.129  0.000  0.000  0.000  0.000  6.611  6.076
 96 190 -0.001  -1996.189  -1.3 -11.0 -18.56 -14.67  6.149 -0.001 -0.001  0.000  0.000  6.639  6.097
 96 192  0.102  -1998.849  -1.6 -11.6 -14.19 -11.53  6.169  0.103  0.101  0.095  0.072  6.680  6.117
 96 194  0.129  -2001.956  -1.5 -12.1 -15.56 -11.24  6.189  0.130  0.125  0.119  0.091  6.714  6.137
 96 196  0.157  -2005.030  -1.5 -12.5 -16.80 -11.61  6.211  0.159  0.152  0.140  0.110  6.747  6.159
 96 198  0.195  -2008.187  -1.6 -12.9 -16.38 -11.82  6.238  0.196  0.193  0.169  0.139  6.783  6.187
 96 200  0.223  -2011.407  -1.6 -13.2 -15.82 -11.70  6.262  0.223  0.222  0.186  0.156  6.817  6.211
 96 202  0.242  -2014.481  -1.5 -13.5 -15.73 -11.71  6.284  0.243  0.242  0.190  0.163  6.849  6.233
 96 204  0.256  -2017.316  -1.4 -13.7 -16.08 -11.89  6.302  0.257  0.255  0.186  0.162  6.879  6.251
 96 206  0.266  -2019.883  -1.2 -14.0 -16.75 -12.17  6.320  0.267  0.264  0.177  0.158  6.908  6.269
 96 208  0.275  -2022.186  -1.1 -14.2 -17.61 -12.54  6.336  0.276  0.272  0.165  0.153  6.938  6.285
 96 210  0.282  -2024.237  -1.0 -14.5 -18.48 -13.02  6.351  0.284  0.278  0.152  0.146  6.967  6.300
 96 212  0.287  -2026.042  -0.8 -14.7 -19.48 -13.63  6.366  0.290  0.282  0.138  0.138  6.995  6.315
 96 214  0.290  -2027.607  -0.7 -14.9 -20.74 -14.39  6.379  0.293  0.284  0.122  0.128  7.023  6.329
 96 216  0.291  -2028.951  -0.6 -15.1 -22.10 -15.23  6.393  0.294  0.285  0.105  0.117  7.050  6.342
 96 218  0.291  -2030.091  -0.5 -15.3 -23.58 -16.12  6.405  0.294  0.284  0.087  0.105  7.077  6.355
 96 220  0.290  -2031.042  -0.4 -15.5 -25.17 -16.93  6.416  0.293  0.283  0.071  0.095  7.104  6.366
 96 222  0.288  -2031.819  -0.3 -15.7 -26.84 -17.66  6.427  0.291  0.280  0.055  0.084  7.131  6.377
 96 224  0.282  -2032.440  -0.3 -15.8 -28.44 -18.33  6.436  0.286  0.275  0.037  0.072  7.157  6.387
 96 226  0.273  -2032.925  -0.2 -16.0 -29.81 -18.92  6.444  0.276  0.266  0.018  0.059  7.180  6.394
 96 228  0.260  -2033.292  -0.2 -16.1 -30.89 -19.39  6.451  0.263  0.254 -0.002  0.045  7.202  6.401
 96 230  0.246  -2033.558  -0.1 -16.3 -31.86 -19.73  6.457  0.248  0.241 -0.020  0.031  7.223  6.407
 96 232 -0.230  -2033.771  -0.2 -16.1 -33.94 -16.02  6.478 -0.231 -0.227  0.015  0.026  7.265  6.428
 96 234 -0.178  -2034.046  -0.2 -16.3 -36.68 -16.32  6.456 -0.183 -0.165  0.013  0.025  7.264  6.406
 96 236 -0.160  -2034.400  -0.2 -16.4 -37.93 -15.56  6.459 -0.166 -0.146  0.003  0.020  7.283  6.409
 96 238 -0.144  -2034.704  -0.1 -16.5 -38.72 -15.22  6.465 -0.150 -0.131 -0.006  0.015  7.304  6.416
 96 240 -0.128  -2034.964  -0.1 -16.6 -39.30 -15.12  6.472 -0.133 -0.117 -0.014  0.009  7.325  6.423
 96 242 -0.110  -2035.196  -0.1 -16.7 -39.70 -15.24  6.479 -0.114 -0.101 -0.018  0.005  7.347  6.430
 96 244 -0.089  -2035.422  -0.1 -16.8 -40.02 -15.59  6.486 -0.091 -0.083 -0.019  0.001  7.368  6.437
 96 246 -0.059  -2035.674  -0.1 -16.8 -40.41 -16.24  6.492 -0.059 -0.056 -0.011 -0.001  7.390  6.443
 96 248 -0.005  -2036.028  -0.2 -16.9 -39.82 -17.13  6.499 -0.005 -0.006  0.000  0.000  7.411  6.450
 96 250  0.000  -2036.304  -0.1 -17.1 -35.67 -17.17  6.510  0.000  0.000  0.000  0.000  7.434  6.460
 96 252  0.000  -2036.445   0.0 -17.3 -30.71 -17.20  6.520  0.000  0.000  0.000  0.000  7.457  6.471
 98 130  0.083  -1710.491  -8.4  -0.2  -4.17 -13.52  5.800  0.076  0.092  0.044  0.050  5.860  5.744
 98 132  0.104  -1726.874  -8.0  -0.8  -5.33 -12.32  5.820  0.097  0.114  0.049  0.056  5.892  5.765
 98 134  0.179  -1742.998  -8.2  -1.4  -8.68  -8.56  5.849  0.171  0.190  0.125  0.127  5.937  5.794
 98 136  0.239  -1759.595  -8.2  -1.8  -8.94  -6.41  5.882  0.232  0.250  0.161  0.158  5.981  5.827
 98 138  0.249  -1775.713  -7.9  -2.2  -7.24  -6.10  5.897  0.242  0.259  0.167  0.163  6.009  5.842
 98 140  0.262  -1791.149  -7.6  -2.6  -6.76  -5.91  5.913  0.256  0.271  0.169  0.165  6.039  5.858
 98 142  0.273  -1805.920  -7.2  -3.0  -6.28  -6.02  5.928  0.268  0.281  0.165  0.162  6.068  5.874
 98 144  0.280  -1820.009  -6.9  -3.5  -6.80  -6.21  5.943  0.276  0.286  0.154  0.152  6.096  5.889
 98 146  0.288  -1833.572  -6.7  -4.0  -6.02  -6.51  5.959  0.284  0.293  0.141  0.141  6.124  5.905
 98 148  0.295  -1846.554  -6.2  -4.5  -3.18  -6.91  5.974  0.293  0.299  0.128  0.131  6.151  5.920
 98 150  0.295  -1858.487  -5.8  -5.0  -5.17  -7.76  5.986  0.293  0.298  0.107  0.116  6.177  5.932
 98 152  0.291  -1869.726  -5.5  -5.5  -6.95  -8.72  5.998  0.289  0.295  0.086  0.099  6.201  5.944
 98 154  0.285  -1880.492  -5.3  -5.9  -8.06  -9.71  6.010  0.283  0.287  0.065  0.082  6.225  5.956
 98 156  0.279  -1890.865  -5.1  -6.3  -8.21 -10.84  6.021  0.278  0.281  0.043  0.065  6.250  5.968
 98 158  0.274  -1900.826  -4.9  -6.7  -7.92 -12.05  6.032  0.273  0.275  0.020  0.047  6.274  5.978
 98 160  0.264  -1910.352  -4.7  -7.0  -7.56 -13.20  6.041  0.263  0.266 -0.002  0.028  6.297  5.988
 98 162  0.252  -1919.416  -4.4  -7.3  -7.03 -14.12  6.049  0.251  0.253 -0.022  0.009  6.318  5.996
 98 164  0.229  -1927.977  -4.2  -7.6  -9.77 -14.11  6.055  0.229  0.231 -0.024  0.006  6.335  6.002
 98 166  0.204  -1936.343  -4.2  -7.8 -11.02 -14.77  6.060  0.204  0.206 -0.028  0.001  6.352  6.007
 98 168  0.178  -1944.599  -4.1  -7.9 -11.59 -15.88  6.064  0.178  0.178 -0.034 -0.007  6.370  6.011
 98 170 -0.146  -1953.001  -4.4  -8.0 -13.97 -11.48  6.068 -0.149 -0.140  0.033  0.031  6.388  6.015
 98 172 -0.133  -1961.592  -4.2  -8.3 -12.39 -11.94  6.076 -0.136 -0.127  0.024  0.025  6.408  6.023
 98 174 -0.116  -1969.878  -4.1  -8.5 -11.11 -12.73  6.083 -0.119 -0.111  0.012  0.016  6.429  6.030
 98 176 -0.100  -1977.889  -3.9  -8.7  -9.03 -13.68  6.089 -0.103 -0.096  0.000  0.007  6.451  6.036
 98 178 -0.080  -1985.559  -3.8  -8.9  -7.36 -14.93  6.095 -0.082 -0.077 -0.009  0.000  6.474  6.042
 98 180 -0.046  -1993.054  -3.7  -9.1  -7.01 -16.70  6.099 -0.047 -0.045 -0.012 -0.005  6.497  6.047
 98 182 -0.003  -2000.412  -3.6  -9.2  -5.44 -17.83  6.104 -0.003 -0.003  0.000  0.000  6.522  6.051
 98 184  0.000  -2007.353  -2.6  -9.4   0.00 -18.11  6.108  0.000  0.000  0.000  0.000  6.549  6.055
