
   The included below is "mass table" calculated with the DD-ME$\delta$ covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1686
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 56 124  0.000  -1287.238  -1.6 -20.0  -8.01 -10.07  5.179  0.000  0.000  0.000  0.000  5.625  5.117
 56 126  0.000  -1290.455  -0.2 -20.6   0.00  -9.99  5.193  0.000  0.000  0.000  0.000  5.647  5.131
 58  60  0.402   -944.132 -13.4   0.2  -2.48  -7.28  4.846  0.395  0.409  0.237  0.253  4.707  4.780
 58  62  0.380   -969.811 -12.5  -0.5  -5.73  -8.01  4.849  0.375  0.385  0.186  0.202  4.732  4.782
 58  64  0.368   -994.142 -11.9  -1.2  -6.99  -9.09  4.855  0.365  0.372  0.141  0.158  4.762  4.789
 58  66  0.346  -1017.398 -11.4  -1.8  -6.99 -10.35  4.858  0.346  0.347  0.087  0.103  4.787  4.791
 58  68  0.306  -1039.655 -10.9  -2.4  -7.41 -10.36  4.853  0.308  0.303  0.029  0.041  4.805  4.787
 58  70  0.253  -1061.115 -10.5  -3.0  -8.63  -8.53  4.847  0.255  0.251  0.007  0.015  4.817  4.781
 58  72  0.224  -1081.736 -10.1  -3.6  -7.96  -7.89  4.850  0.224  0.224 -0.005  0.003  4.838  4.784
 58  74  0.192  -1101.371  -9.6  -4.1  -7.73  -7.99  4.854  0.190  0.196 -0.011 -0.004  4.858  4.787
 58  76  0.147  -1120.179  -9.4  -4.7  -8.82  -9.13  4.856  0.144  0.152 -0.014 -0.008  4.878  4.790
 58  78  0.000  -1139.185  -9.7  -5.4 -12.30  -6.61  4.855  0.000  0.000  0.000  0.000  4.893  4.788
 58  80  0.000  -1158.338  -9.4  -6.1  -7.18  -5.89  4.865  0.000  0.000  0.000  0.000  4.919  4.799
 58  82  0.000  -1176.926 -10.6  -6.8   0.00  -5.22  4.875  0.000  0.000  0.000  0.000  4.942  4.809
 58  84  0.000  -1187.760  -5.4  -7.5  -5.94  -4.08  4.899  0.000  0.000  0.000  0.000  4.983  4.834
 58  86  0.000  -1198.296  -5.2  -8.2  -9.56  -2.86  4.923  0.000  0.000  0.000  0.000  5.021  4.858
 58  88  0.150  -1208.844  -5.4  -8.8  -6.03 -10.15  4.951  0.152  0.147  0.065  0.049  5.071  4.886
 58  90  0.185  -1219.276  -5.1  -9.5  -6.40 -10.19  4.975  0.188  0.181  0.063  0.048  5.113  4.910
 58  92  0.206  -1228.950  -4.7 -10.1  -8.64  -9.91  4.996  0.209  0.200  0.051  0.042  5.153  4.931
 58  94  0.255  -1238.092  -4.6 -10.9 -10.03 -10.93  5.029  0.260  0.248  0.100  0.087  5.201  4.965
 58  96  0.308  -1247.372  -4.5 -11.8  -7.50 -11.07  5.068  0.312  0.300  0.156  0.143  5.252  5.004
 58  98  0.323  -1255.914  -4.1 -12.4  -7.21 -11.60  5.089  0.329  0.314  0.141  0.135  5.291  5.026
 58 100  0.334  -1263.774  -3.7 -13.0  -6.03 -12.30  5.110  0.341  0.324  0.120  0.122  5.328  5.047
 58 102  0.313  -1270.754  -3.4 -13.5  -8.58 -12.75  5.117  0.320  0.301  0.077  0.083  5.351  5.054
 58 104  0.296  -1277.341  -3.2 -14.0  -9.02 -12.66  5.127  0.303  0.283  0.040  0.052  5.376  5.064
 58 106  0.285  -1283.416  -2.9 -14.5  -8.92 -12.43  5.138  0.292  0.273  0.009  0.028  5.404  5.075
 58 108  0.271  -1288.890  -2.6 -14.9  -9.92 -11.96  5.148  0.277  0.259 -0.019  0.007  5.433  5.085
 58 110  0.252  -1293.926  -2.4 -15.4 -10.65 -11.37  5.157  0.257  0.242 -0.041 -0.010  5.460  5.094
 58 112  0.217  -1298.622  -2.4 -15.7 -12.74 -10.79  5.161  0.221  0.209 -0.041 -0.012  5.478  5.098
 58 114  0.180  -1303.261  -2.3 -16.1 -13.10 -11.04  5.165  0.183  0.176 -0.036 -0.012  5.498  5.103
 58 116  0.146  -1307.717  -2.2 -16.5 -13.59 -11.16  5.171  0.147  0.143 -0.032 -0.013  5.521  5.109
 58 118 -0.081  -1312.098  -2.3 -17.0 -17.57  -8.32  5.174 -0.084 -0.074 -0.019 -0.007  5.545  5.112
 58 120  0.000  -1316.838  -2.4 -17.4 -18.47  -4.76  5.183  0.000  0.000  0.000  0.000  5.569  5.121
 58 122  0.000  -1321.522  -2.3 -17.9 -13.84  -4.51  5.196  0.000  0.000  0.000  0.000  5.594  5.135
 58 124  0.000  -1325.992  -2.1 -18.4  -7.88  -4.29  5.209  0.000  0.000  0.000  0.000  5.618  5.147
 58 126  0.000  -1330.205  -3.2 -18.8   0.00  -4.06  5.221  0.000  0.000  0.000  0.000  5.642  5.160
 60  64  0.393   -995.477 -12.6   0.0  -6.69  -6.85  4.908  0.386  0.401  0.168  0.193  4.789  4.842
 60  66  0.378  -1020.055 -12.0  -0.8  -6.89  -8.82  4.913  0.372  0.384  0.121  0.146  4.815  4.847
 60  68  0.343  -1043.500 -11.5  -1.5  -6.56 -10.72  4.910  0.340  0.346  0.057  0.078  4.834  4.844
 60  70  0.290  -1065.993 -11.1  -2.0  -7.37 -10.63  4.901  0.288  0.292  0.016  0.031  4.845  4.836
 60  72  0.251  -1087.706 -10.6  -2.5  -6.53 -10.68  4.900  0.248  0.254 -0.004  0.008  4.861  4.834
 60  74  0.208  -1108.377 -10.2  -3.0  -6.98 -11.28  4.898  0.203  0.213 -0.014 -0.007  4.876  4.832
 60  76  0.151  -1128.345 -10.0  -3.6  -8.61 -12.22  4.895  0.147  0.157 -0.016 -0.012  4.891  4.829
 60  78  0.000  -1148.477 -10.3  -4.1 -12.31 -10.96  4.890  0.000  0.000  0.000  0.000  4.904  4.825
 60  80  0.000  -1168.904 -10.0  -4.7  -7.21 -10.77  4.900  0.000  0.000  0.000  0.000  4.929  4.835
 60  82  0.000  -1188.743 -11.2  -5.3   0.00 -10.60  4.909  0.000  0.000  0.000  0.000  4.952  4.844
 60  84  0.000  -1200.908  -6.0  -6.0  -6.00 -10.50  4.933  0.000  0.000  0.000  0.000  4.992  4.868
 60  86  0.099  -1213.101  -6.2  -6.9  -5.21 -10.70  4.961  0.099  0.100  0.046  0.040  5.036  4.896
 60  88  0.154  -1225.251  -6.0  -7.6  -5.73 -12.01  4.987  0.154  0.153  0.070  0.058  5.080  4.923
 60  90  0.190  -1236.997  -5.7  -8.3  -6.21 -12.42  5.012  0.191  0.189  0.070  0.058  5.122  4.948
 60  92  0.230  -1248.015  -5.5  -9.0  -8.89 -12.04  5.041  0.231  0.230  0.085  0.075  5.166  4.977
 60  94  0.310  -1259.352  -5.5 -10.0  -6.82  -9.84  5.090  0.309  0.311  0.184  0.170  5.226  5.027
 60  96  0.324  -1269.913  -5.1 -10.6  -6.82  -9.90  5.110  0.324  0.323  0.169  0.161  5.263  5.047
 60  98  0.338  -1279.724  -4.8 -11.3  -6.50 -10.24  5.131  0.340  0.335  0.153  0.152  5.301  5.068
 60 100  0.345  -1288.758  -4.3 -11.9  -5.35 -10.90  5.149  0.348  0.340  0.129  0.136  5.336  5.087
 60 102  0.329  -1296.797  -3.9 -12.4  -7.55 -11.81  5.159  0.332  0.322  0.090  0.100  5.360  5.096
 60 104  0.312  -1304.364  -3.7 -12.9  -7.79 -12.34  5.167  0.317  0.305  0.053  0.067  5.383  5.105
 60 106  0.300  -1311.365  -3.3 -13.4  -7.34 -12.83  5.178  0.304  0.293  0.020  0.041  5.410  5.116
 60 108  0.284  -1317.640  -3.1 -13.8  -8.80 -13.27  5.187  0.288  0.278 -0.011  0.016  5.438  5.124
 60 110  0.267  -1323.501  -2.9 -14.2  -9.06 -13.67  5.195  0.270  0.261 -0.041 -0.008  5.465  5.133
 60 112  0.239  -1328.965  -2.7 -14.6  -9.91 -13.94  5.201  0.242  0.235 -0.053 -0.020  5.485  5.139
 60 114 -0.167  -1334.329  -2.7 -15.1 -13.44 -13.83  5.192 -0.171 -0.158 -0.007  0.010  5.498  5.130
 60 116 -0.144  -1339.615  -2.6 -15.4 -14.17 -13.34  5.201 -0.148 -0.137 -0.015  0.002  5.521  5.139
 60 118 -0.110  -1344.784  -2.6 -15.7 -14.92 -12.71  5.207 -0.113 -0.105 -0.021 -0.005  5.542  5.146
 60 120 -0.072  -1350.015  -2.6 -16.0 -14.64 -12.24  5.215 -0.074 -0.069 -0.019 -0.008  5.565  5.153
 60 122  0.000  -1355.454  -2.7 -16.3 -13.70 -12.15  5.223  0.000  0.000  0.000  0.000  5.588  5.162
 60 124  0.000  -1360.850  -2.6 -16.8  -7.77 -12.16  5.236  0.000  0.000  0.000  0.000  5.612  5.174
 60 126  0.000  -1365.978  -1.0 -17.3   0.00 -12.17  5.247  0.000  0.000  0.000  0.000  5.635  5.186
 62  66  0.380  -1020.477 -12.8   0.4  -6.75  -7.89  4.954  0.373  0.388  0.114  0.135  4.833  4.889
 62  68  0.364  -1045.383 -12.2  -0.4  -6.89  -9.32  4.959  0.358  0.371  0.073  0.096  4.859  4.894
 62  70  0.387  -1069.065 -11.6  -1.2  -7.78  -9.09  4.985  0.383  0.391  0.095  0.116  4.904  4.920
 62  72  0.279  -1091.748 -11.1  -1.6  -5.83 -11.72  4.950  0.272  0.286  0.005  0.021  4.885  4.885
 62  74  0.224  -1113.356 -10.7  -2.0  -6.64 -13.48  4.942  0.217  0.233 -0.012 -0.003  4.895  4.877
 62  76 -0.144  -1134.713 -10.7  -2.7  -9.57 -13.68  4.933 -0.141 -0.149 -0.013  0.000  4.905  4.868
 62  78 -0.112  -1155.861 -10.4  -3.3  -7.67 -13.87  4.936 -0.108 -0.116 -0.015 -0.006  4.925  4.871
 62  80  0.000  -1177.170 -10.7  -3.7  -7.24 -14.70  4.935  0.000  0.000  0.000  0.000  4.940  4.870
 62  82  0.000  -1198.247 -11.9  -4.3   0.00 -14.76  4.944  0.000  0.000  0.000  0.000  4.963  4.878
 62  84  0.000  -1211.747  -6.7  -5.0  -6.04 -15.02  4.967  0.000  0.000  0.000  0.000  5.002  4.902
 62  86  0.120  -1225.705  -7.0  -5.8  -4.12 -13.82  4.999  0.116  0.125  0.059  0.053  5.048  4.935
 62  88  0.167  -1239.441  -6.8  -6.6  -5.20 -13.51  5.026  0.165  0.171  0.081  0.072  5.092  4.961
 62  90  0.199  -1252.560  -6.4  -7.3  -6.24 -13.58  5.050  0.197  0.202  0.080  0.073  5.133  4.987
 62  92  0.288  -1265.373  -6.5  -8.0  -7.27  -9.69  5.100  0.284  0.295  0.172  0.159  5.194  5.037
 62  94  0.317  -1278.127  -6.2  -8.7  -6.36  -8.43  5.127  0.314  0.322  0.184  0.172  5.236  5.064
 62  96  0.330  -1289.971  -5.7  -9.3  -6.72  -8.32  5.147  0.328  0.333  0.168  0.162  5.272  5.084
 62  98  0.344  -1301.061  -5.4 -10.0  -6.22  -8.55  5.167  0.343  0.345  0.151  0.152  5.309  5.105
 62 100  0.349  -1311.293  -4.9 -10.6  -5.41  -9.09  5.185  0.350  0.348  0.127  0.134  5.342  5.122
 62 102  0.340  -1320.526  -4.5 -11.2  -6.92  -9.86  5.197  0.341  0.338  0.095  0.107  5.368  5.135
 62 104  0.327  -1329.142  -4.2 -11.8  -6.78 -10.92  5.207  0.328  0.325  0.061  0.079  5.392  5.146
 62 106  0.314  -1337.064  -3.8 -12.2  -6.33 -12.31  5.217  0.315  0.312  0.029  0.052  5.417  5.155
 62 108  0.297  -1344.153  -3.5 -12.7  -8.20 -13.78  5.225  0.298  0.295 -0.004  0.025  5.444  5.163
 62 110  0.278  -1350.860  -3.3 -13.1  -8.18 -15.09  5.233  0.279  0.277 -0.039 -0.005  5.470  5.171
 62 112  0.256  -1357.193  -3.0 -13.6  -7.30 -15.94  5.240  0.257  0.255 -0.062 -0.026  5.492  5.178
 62 114 -0.180  -1363.421  -3.2 -14.0 -12.38 -15.08  5.226 -0.183 -0.175 -0.005  0.012  5.500  5.165
 62 116 -0.164  -1369.518  -3.0 -14.4 -12.24 -15.24  5.236 -0.167 -0.159 -0.011  0.006  5.522  5.174
 62 118 -0.135  -1375.297  -2.9 -14.7 -12.91 -15.64  5.242 -0.136 -0.132 -0.018 -0.001  5.543  5.181
 62 120 -0.098  -1381.116  -3.0 -15.0 -12.35 -16.37  5.247 -0.099 -0.097 -0.024 -0.009  5.563  5.186
 62 122  0.000  -1387.025  -3.2 -15.3 -13.52 -17.48  5.251  0.000  0.000  0.000  0.000  5.584  5.189
 62 124  0.000  -1393.343  -3.1 -15.7  -7.65 -17.55  5.262  0.000  0.000  0.000  0.000  5.608  5.201
 62 126  0.000  -1399.377  -1.4 -16.2   0.00 -17.60  5.273  0.000  0.000  0.000  0.000  5.631  5.212
 62 132  0.127  -1399.252  -0.4 -17.6  -8.76 -16.07  5.341  0.132  0.116  0.108  0.065  5.761  5.280
 62 134  0.154  -1399.831  -0.3 -18.1 -10.35 -15.92  5.363  0.160  0.141  0.111  0.071  5.802  5.303
 62 136  0.175  -1400.151  -0.1 -18.5 -12.55 -16.16  5.382  0.182  0.158  0.101  0.069  5.843  5.322
 62 138  0.194  -1400.230   0.0 -18.9 -14.76 -16.53  5.401  0.202  0.175  0.091  0.068  5.883  5.342
 62 140  0.225  -1400.136   0.0 -19.4 -16.57 -16.58  5.429  0.233  0.207  0.109  0.086  5.924  5.370
 62 142  0.283  -1400.304   0.0 -20.0 -13.95 -15.58  5.473  0.289  0.268  0.172  0.141  5.970  5.414
 64  70  0.368  -1070.279 -12.3  -0.1  -6.65  -9.34  5.014  0.362  0.374  0.047  0.065  4.909  4.950
 64  72  0.408  -1094.334 -11.7  -0.7  -5.49  -8.78  5.047  0.405  0.411  0.096  0.110  4.962  4.984
 64  74  0.364  -1117.032 -11.1  -1.3  -6.83  -8.27  5.040  0.358  0.370  0.089  0.102  4.969  4.976
 64  76 -0.164  -1139.261 -11.2  -1.8  -9.61 -13.90  4.975 -0.157 -0.171 -0.008  0.005  4.923  4.910
 64  78 -0.135  -1161.456 -10.9  -2.4  -6.79 -15.06  4.977 -0.129 -0.142 -0.015 -0.004  4.942  4.912
 64  80  0.000  -1183.473 -11.3  -2.7  -7.28 -17.74  4.970  0.000  0.000  0.000  0.000  4.951  4.905
 64  82  0.000  -1205.788 -12.5  -3.3   0.00 -17.94  4.978  0.000  0.000  0.000  0.000  4.974  4.913
 64  84 -0.055  -1220.714  -7.6  -4.1  -4.35 -17.73  5.003 -0.051 -0.060  0.014  0.014  5.015  4.938
 64  86  0.134  -1236.317  -7.8  -4.8  -3.49 -15.57  5.036  0.128  0.143  0.065  0.062  5.061  4.972
 64  88  0.178  -1251.567  -7.5  -5.6  -5.01 -14.15  5.062  0.173  0.185  0.085  0.079  5.104  4.999
 64  90  0.208  -1266.079  -7.1  -6.2  -6.42 -13.64  5.087  0.204  0.214  0.088  0.083  5.144  5.024
 64  92  0.275  -1280.199  -7.1  -6.8  -7.45 -11.00  5.128  0.271  0.281  0.155  0.144  5.199  5.065
 64  94  0.312  -1294.139  -6.8  -7.4  -6.32 -10.22  5.158  0.308  0.317  0.174  0.163  5.243  5.096
 64  96  0.332  -1307.232  -6.4  -8.0  -6.83  -9.76  5.181  0.328  0.337  0.161  0.154  5.281  5.119
 64  98  0.347  -1319.620  -6.0  -8.6  -6.13  -9.19  5.202  0.344  0.351  0.144  0.144  5.317  5.140
 64 100  0.352  -1331.108  -5.5  -9.2  -5.59  -9.11  5.219  0.350  0.354  0.119  0.125  5.349  5.157
 64 102  0.344  -1341.636  -5.1  -9.9  -6.46  -9.54  5.232  0.344  0.346  0.089  0.100  5.376  5.171
 64 104  0.334  -1351.467  -4.7 -10.5  -5.78 -10.48  5.244  0.333  0.335  0.059  0.075  5.400  5.182
 64 106  0.319  -1360.439  -4.3 -11.1  -5.59 -12.07  5.251  0.319  0.321  0.027  0.048  5.423  5.190
 64 108  0.304  -1368.497  -3.9 -11.6  -7.71 -13.73  5.259  0.303  0.305 -0.005  0.022  5.450  5.198
 64 110  0.286  -1376.157  -3.8 -12.1  -7.52 -15.32  5.267  0.285  0.287 -0.040 -0.008  5.475  5.206
 64 112  0.267  -1383.436  -3.4 -12.6  -5.26 -16.45  5.275  0.267  0.269 -0.069 -0.033  5.499  5.214
 64 114 -0.189  -1390.422  -3.6 -13.0 -11.68 -15.36  5.258 -0.190 -0.187 -0.006  0.011  5.503  5.197
 64 116 -0.177  -1397.397  -3.4 -13.4 -11.01 -15.85  5.269 -0.178 -0.175 -0.011  0.007  5.525  5.208
 64 118 -0.156  -1403.900  -3.2 -13.8 -11.13 -16.70  5.277 -0.156 -0.156 -0.014  0.003  5.546  5.216
 64 120 -0.115  -1410.290  -3.3 -14.1 -11.10 -18.61  5.279 -0.115 -0.116 -0.023 -0.007  5.564  5.218
 64 122 -0.077  -1416.911  -3.3 -14.5  -8.87 -20.09  5.285 -0.076 -0.078 -0.026 -0.014  5.583  5.224
 64 124  0.000  -1423.858  -3.5 -14.8  -7.49 -21.40  5.289  0.000  0.000  0.000  0.000  5.605  5.228
 64 126  0.000  -1430.786  -1.8 -15.2   0.00 -21.45  5.300  0.000  0.000  0.000  0.000  5.628  5.239
 64 128  0.000  -1431.285  -0.3 -15.6  -7.75 -21.68  5.318  0.000  0.000  0.000  0.000  5.668  5.258
 64 130  0.077  -1431.840  -0.6 -16.1  -9.66 -20.59  5.343  0.078  0.075  0.056  0.034  5.710  5.282
 64 132  0.135  -1433.528  -0.9 -16.6  -7.16 -18.31  5.373  0.137  0.131  0.111  0.074  5.754  5.313
 64 134  0.161  -1435.041  -0.7 -17.1  -9.28 -17.60  5.396  0.164  0.156  0.112  0.078  5.793  5.336
 64 136  0.183  -1436.247  -0.6 -17.5 -11.61 -17.29  5.417  0.187  0.175  0.107  0.078  5.832  5.358
 64 138  0.211  -1437.235  -0.5 -18.0 -13.78 -16.68  5.442  0.215  0.201  0.116  0.091  5.872  5.383
 64 140  0.257  -1438.339  -0.6 -18.5 -12.84 -15.24  5.479  0.261  0.249  0.167  0.136  5.916  5.421
 64 142  0.285  -1439.350  -0.4 -18.9 -12.03 -15.28  5.506  0.289  0.275  0.178  0.149  5.956  5.448
 64 144  0.302  -1439.988  -0.2 -19.3 -12.62 -15.58  5.529  0.306  0.292  0.170  0.149  5.994  5.470
 64 146  0.300  -1440.199   0.0 -19.7 -14.45 -16.07  5.540  0.305  0.289  0.141  0.131  6.023  5.482
 66  72  0.412  -1094.711 -12.3   0.3  -4.47  -8.82  5.088  0.409  0.416  0.081  0.086  4.981  5.025
 66  74  0.370  -1118.562 -11.7  -0.2  -7.10  -8.45  5.080  0.364  0.376  0.072  0.076  4.988  5.017
 66  76 -0.180  -1141.983 -11.8  -0.9  -9.90 -12.92  5.015 -0.172 -0.189 -0.006  0.006  4.941  4.951
 66  78 -0.149  -1165.249 -11.5  -1.5  -6.71 -15.15  5.016 -0.141 -0.158 -0.016 -0.005  4.957  4.952
 66  80  0.000  -1187.962 -11.9  -1.8  -7.33 -20.13  5.004  0.000  0.000  0.000  0.000  4.963  4.940
 66  82  0.000  -1211.515 -13.1  -2.5   0.00 -20.36  5.012  0.000  0.000  0.000  0.000  4.985  4.947
 66  84 -0.071  -1227.926  -8.4  -3.2  -3.35 -19.25  5.038 -0.066 -0.079  0.019  0.020  5.027  4.974
 66  86  0.141  -1245.022  -8.6  -3.9  -3.21 -16.53  5.071  0.133  0.152  0.065  0.063  5.072  5.007
 66  88  0.183  -1261.659  -8.2  -4.6  -5.16 -14.49  5.096  0.176  0.192  0.081  0.076  5.114  5.033
 66  90  0.211  -1277.527  -7.7  -5.2  -6.45 -13.57  5.120  0.205  0.219  0.083  0.078  5.154  5.057
 66  92  0.259  -1292.771  -7.6  -5.8  -7.93 -11.91  5.153  0.255  0.265  0.128  0.119  5.202  5.091
 66  94  0.301  -1307.793  -7.3  -6.3  -6.53 -11.69  5.186  0.298  0.306  0.162  0.149  5.248  5.124
 66  96  0.325  -1322.029  -7.0  -6.9  -6.92 -11.83  5.210  0.321  0.329  0.153  0.146  5.287  5.148
 66  98  0.342  -1335.567  -6.6  -7.4  -6.36 -11.68  5.232  0.339  0.346  0.138  0.136  5.324  5.171
 66 100  0.346  -1348.253  -6.1  -8.0  -6.16 -11.61  5.248  0.344  0.349  0.110  0.113  5.355  5.187
 66 102  0.338  -1360.110  -5.8  -8.7  -6.46 -11.66  5.260  0.337  0.340  0.077  0.084  5.380  5.199
 66 104  0.328  -1371.267  -5.4  -9.3  -5.26 -11.83  5.271  0.327  0.330  0.046  0.057  5.403  5.210
 66 106  0.317  -1381.478  -4.9  -9.9  -4.97 -12.53  5.280  0.315  0.319  0.016  0.033  5.427  5.219
 66 108  0.304  -1390.684  -4.5 -10.5  -7.08 -13.52  5.290  0.302  0.307 -0.013  0.009  5.454  5.229
 66 110  0.289  -1399.420  -4.3 -11.1  -6.85 -14.65  5.299  0.287  0.292 -0.045 -0.016  5.480  5.238
 66 112  0.273  -1407.710  -3.9 -11.6  -3.82 -15.66  5.308  0.271  0.277 -0.074 -0.040  5.505  5.247
 66 114  0.217  -1415.354  -3.9 -12.1  -7.49 -17.81  5.300  0.216  0.219 -0.057 -0.030  5.509  5.239
 66 116 -0.185  -1423.236  -3.8 -12.4 -10.24 -15.63  5.300 -0.185 -0.185 -0.012  0.004  5.529  5.239
 66 118 -0.170  -1430.578  -3.6 -12.8  -9.83 -16.69  5.309 -0.169 -0.171 -0.012  0.003  5.549  5.248
 66 120 -0.129  -1437.603  -3.6 -13.2 -10.10 -19.51  5.310 -0.127 -0.132 -0.021 -0.006  5.566  5.249
 66 122 -0.088  -1444.947  -3.7 -13.6  -7.77 -21.84  5.313 -0.086 -0.090 -0.030 -0.017  5.583  5.253
 66 124  0.000  -1452.531  -4.0 -13.9  -7.28 -24.05  5.316  0.000  0.000  0.000  0.000  5.604  5.255
 66 126  0.000  -1460.335  -2.3 -14.3   0.00 -24.09  5.326  0.000  0.000  0.000  0.000  5.627  5.265
 66 128  0.000  -1461.694  -0.7 -14.8  -7.56 -24.37  5.346  0.000  0.000  0.000  0.000  5.664  5.285
 66 130  0.083  -1463.211  -1.1 -15.2  -8.47 -22.65  5.372  0.082  0.085  0.058  0.039  5.705  5.312
 66 132  0.138  -1465.848  -1.3 -15.7  -6.55 -19.97  5.401  0.138  0.138  0.108  0.076  5.748  5.342
 66 134  0.164  -1468.264  -1.2 -16.1  -8.80 -18.89  5.425  0.165  0.163  0.109  0.079  5.787  5.365
 66 136  0.188  -1470.365  -1.0 -16.5 -11.13 -18.08  5.447  0.189  0.184  0.107  0.080  5.825  5.388
 66 138  0.221  -1472.298  -1.0 -17.0 -12.97 -16.74  5.476  0.223  0.217  0.130  0.103  5.865  5.417
 66 140  0.260  -1474.348  -1.0 -17.4 -11.86 -15.74  5.510  0.262  0.256  0.169  0.139  5.908  5.452
 66 142  0.285  -1476.208  -0.8 -17.9 -11.06 -15.77  5.536  0.287  0.279  0.177  0.150  5.947  5.478
 66 144  0.302  -1477.669  -0.6 -18.3 -11.14 -16.04  5.558  0.305  0.295  0.171  0.150  5.983  5.500
 66 146  0.308  -1478.677  -0.4 -18.7 -12.40 -16.52  5.575  0.311  0.301  0.149  0.137  6.015  5.518
 66 148  0.312  -1479.325  -0.3 -19.0 -13.44 -17.05  5.591  0.315  0.304  0.122  0.120  6.046  5.533
 66 150  0.316  -1479.648  -0.1 -19.4 -14.19 -17.51  5.606  0.319  0.307  0.098  0.106  6.080  5.548
 68  76 -0.189  -1142.792 -12.3   0.1 -10.12 -11.61  5.054 -0.180 -0.199 -0.009  0.001  4.958  4.990
 68  78 -0.154  -1167.215 -12.0  -0.5  -6.67 -14.99  5.052 -0.145 -0.164 -0.020 -0.011  4.972  4.988
 68  80  0.000  -1190.754 -12.5  -1.0  -7.38 -21.73  5.039  0.000  0.000  0.000  0.000  4.976  4.975
 68  82  0.000  -1215.540 -13.6  -1.6   0.00 -21.95  5.045  0.000  0.000  0.000  0.000  4.997  4.982
 68  84 -0.075  -1233.384  -9.1  -2.3  -3.16 -20.30  5.071 -0.068 -0.083  0.019  0.019  5.038  5.008
 68  86  0.142  -1251.856  -9.2  -3.0  -3.17 -17.09  5.103  0.133  0.153  0.060  0.057  5.083  5.040
 68  88  0.181  -1269.756  -8.8  -3.6  -5.45 -14.83  5.128  0.173  0.191  0.069  0.064  5.124  5.065
 68  90  0.208  -1286.912  -8.4  -4.2  -6.36 -13.50  5.150  0.201  0.217  0.069  0.062  5.162  5.088
 68  92  0.244  -1303.231  -8.1  -4.7  -8.60 -12.28  5.177  0.239  0.251  0.097  0.087  5.205  5.115
 68  94  0.292  -1319.291  -7.9  -5.2  -7.12 -12.43  5.212  0.288  0.297  0.146  0.133  5.255  5.150
 68  96  0.318  -1334.686  -7.5  -5.8  -7.13 -12.93  5.238  0.315  0.322  0.147  0.138  5.295  5.177
 68  98  0.335  -1349.347  -7.2  -6.4  -6.76 -13.22  5.260  0.332  0.339  0.132  0.128  5.331  5.199
 68 100  0.336  -1363.208  -6.8  -7.0  -6.86 -13.30  5.274  0.335  0.339  0.101  0.100  5.360  5.213
 68 102  0.328  -1376.365  -6.4  -7.6  -6.63 -13.09  5.286  0.327  0.329  0.067  0.069  5.384  5.225
 68 104  0.320  -1388.823  -6.0  -8.3  -5.15 -12.74  5.297  0.320  0.321  0.036  0.041  5.408  5.236
 68 106  0.310  -1400.313  -5.5  -8.9  -4.66 -12.59  5.306  0.309  0.312  0.006  0.017  5.432  5.245
 68 108  0.300  -1410.752  -5.1  -9.5  -6.49 -12.75  5.317  0.298  0.302 -0.024 -0.006  5.458  5.257
 68 110  0.288  -1420.634  -4.8 -10.1  -6.24 -13.17  5.328  0.286  0.291 -0.052 -0.028  5.484  5.267
 68 112  0.275  -1429.976  -4.4 -10.6  -3.07 -13.77  5.338  0.272  0.279 -0.079 -0.049  5.510  5.278
 68 114  0.221  -1438.574  -4.4 -11.1  -6.65 -16.18  5.330  0.219  0.224 -0.061 -0.037  5.513  5.270
 68 116  0.187  -1447.110  -4.2 -11.5  -6.42 -17.27  5.332  0.185  0.192 -0.061 -0.040  5.528  5.271
