
   The included below is "mass table" calculated with the DDPC1 covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1761
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 90 134  0.057  -1718.345  -5.9  -4.2  -7.62  -4.35  5.720  0.057  0.058  0.002  0.000  5.821  5.664
 90 136  0.004  -1729.810  -5.7  -5.0  -9.66  -5.81  5.738  0.004  0.004  0.000  0.000  5.846  5.682
 90 138  0.217  -1742.407  -6.2  -5.4  -4.26  -6.79  5.777  0.216  0.218  0.178  0.169  5.904  5.721
 90 140  0.235  -1754.567  -5.9  -6.0  -3.69  -7.08  5.796  0.236  0.234  0.184  0.176  5.934  5.741
 90 142  0.254  -1766.113  -5.6  -6.5  -3.07  -7.89  5.817  0.255  0.252  0.187  0.180  5.965  5.762
 90 144  0.262  -1776.928  -5.3  -6.9  -4.29  -9.02  5.834  0.264  0.259  0.171  0.166  5.992  5.778
 90 146  0.267  -1787.371  -5.2  -7.3  -4.51 -10.11  5.850  0.269  0.263  0.148  0.145  6.017  5.795
 90 148  0.275  -1797.514  -5.0  -7.7  -3.33 -10.99  5.867  0.277  0.271  0.128  0.128  6.044  5.812
 90 150  0.278  -1807.029  -4.5  -8.1  -1.94 -11.54  5.881  0.280  0.274  0.106  0.110  6.067  5.826
 90 152  0.268  -1815.687  -4.2  -8.4  -4.68 -11.70  5.890  0.271  0.263  0.079  0.085  6.087  5.835
 90 154  0.254  -1824.005  -4.1  -8.7  -5.81 -11.71  5.898  0.258  0.247  0.054  0.062  6.105  5.843
 90 156  0.245  -1832.093  -4.0  -8.9  -6.15 -11.90  5.907  0.249  0.237  0.030  0.042  6.126  5.852
 90 158  0.236  -1839.944  -3.9  -9.2  -6.07 -12.06  5.915  0.241  0.226  0.006  0.021  6.146  5.860
 90 160  0.226  -1847.606  -3.8  -9.5  -5.01 -12.06  5.923  0.232  0.215 -0.019 -0.001  6.166  5.869
 90 162  0.217  -1854.995  -3.5  -9.8  -2.23 -11.78  5.934  0.224  0.205 -0.043 -0.023  6.187  5.880
 90 164  0.165  -1862.160  -3.6 -10.1  -7.42  -6.20  5.929  0.174  0.150 -0.028 -0.017  6.192  5.875
 90 166  0.143  -1869.246  -3.5 -10.4  -8.70  -3.24  5.935  0.151  0.128 -0.035 -0.026  6.209  5.881
 90 168  0.127  -1876.201  -3.4 -10.7  -8.55  -0.97  5.943  0.134  0.114 -0.042 -0.033  6.227  5.889
 90 170  0.117  -1882.925  -3.3 -11.1  -7.15  -0.15  5.952  0.124  0.106 -0.051 -0.038  6.248  5.898
 90 172  0.110  -1889.276  -3.1 -11.4  -5.40  -0.02  5.961  0.115  0.099 -0.059 -0.043  6.269  5.907
 90 174  0.094  -1895.131  -2.9 -11.8  -5.72  -0.12  5.968  0.098  0.086 -0.056 -0.040  6.288  5.914
 90 176 -0.036  -1900.947  -3.0 -12.5  -8.46  -5.82  5.974 -0.039 -0.031 -0.004 -0.002  6.302  5.920
 90 178 -0.011  -1906.766  -2.8 -12.8  -7.21  -6.03  5.981 -0.012 -0.010 -0.001 -0.001  6.324  5.927
 90 180 -0.003  -1912.229  -2.6 -13.0  -5.36  -6.08  5.988 -0.003 -0.003  0.000  0.000  6.347  5.934
 90 182 -0.001  -1917.281  -2.4 -13.2  -3.16  -6.11  5.994 -0.001 -0.001  0.000  0.000  6.372  5.941
 90 184  0.000  -1921.918  -1.3 -13.4   0.00  -6.15  6.000  0.000 -0.001  0.000  0.000  6.397  5.947
 90 186 -0.001  -1922.274  -0.2 -13.8  -5.68  -6.18  6.020 -0.001 -0.001  0.000  0.000  6.422  5.967
 90 188 -0.002  -1922.628  -0.2 -14.2 -10.16  -6.22  6.040 -0.002 -0.002  0.000  0.000  6.446  5.987
 90 190 -0.004  -1922.983  -0.2 -14.5 -13.68  -6.25  6.059 -0.004 -0.004  0.000  0.000  6.470  6.006
 90 192 -0.008  -1923.333  -0.2 -14.9 -16.37  -6.28  6.078 -0.008 -0.008  0.000  0.000  6.494  6.025
 90 194  0.057  -1923.734  -0.2 -15.0 -15.78  -5.30  6.096  0.058  0.055  0.017  0.009  6.522  6.043
 90 196  0.092  -1924.197  -0.3 -15.1 -15.30  -5.44  6.110  0.096  0.084  0.049  0.027  6.553  6.058
 90 198  0.171  -1925.039  -0.6 -15.4  -9.53 -10.14  6.140  0.174  0.165  0.148  0.112  6.597  6.087
 90 200  0.202  -1926.325  -0.6 -15.8  -7.88 -10.63  6.165  0.204  0.196  0.176  0.141  6.631  6.113
 90 202  0.220  -1927.497  -0.5 -16.1  -7.44 -11.10  6.187  0.222  0.214  0.182  0.149  6.660  6.135
 90 204  0.232  -1928.509  -0.4 -16.5  -7.13 -11.64  6.206  0.234  0.225  0.176  0.146  6.686  6.154
 90 206  0.241  -1929.242  -0.3 -16.8  -6.60 -12.20  6.223  0.244  0.234  0.165  0.139  6.711  6.172
 90 208  0.251  -1929.655  -0.1 -17.0  -6.30 -12.79  6.241  0.254  0.244  0.152  0.132  6.738  6.190
 90 210  0.256  -1929.662   0.0 -17.3  -8.04 -13.20  6.255  0.259  0.248  0.135  0.121  6.764  6.204
 92 120  0.001  -1614.180 -10.4   0.2  -7.29  -0.20  5.649  0.001  0.001 -0.001  0.000  5.666  5.592
 92 122  0.001  -1634.710 -10.1  -0.2  -4.80  -0.53  5.656  0.001  0.001  0.000  0.000  5.683  5.599
 92 124  0.000  -1654.345  -9.6  -0.6  -2.22  -0.93  5.663  0.000  0.000  0.000  0.000  5.700  5.606
 92 126  0.000  -1672.825  -9.4  -0.9   0.00  -1.72  5.670  0.000  0.000  0.000  0.000  5.718  5.613
 92 128 -0.001  -1686.492  -6.8  -1.5  -4.42  -0.61  5.690 -0.001 -0.001  0.000  0.000  5.748  5.633
 92 130 -0.001  -1699.962  -6.7  -2.0  -7.34  -0.10  5.709 -0.001 -0.001  0.000  0.000  5.776  5.653
 92 132 -0.002  -1713.239  -6.6  -2.5  -8.97  -0.04  5.728 -0.002 -0.002  0.000  0.000  5.804  5.672
 92 134  0.002  -1726.286  -6.5  -3.0  -9.34  -0.01  5.747  0.002  0.002  0.000  0.000  5.831  5.691
 92 136 -0.001  -1739.020  -6.3  -3.6  -8.45  -0.03  5.766 -0.001 -0.001  0.000  0.000  5.857  5.710
 92 138  0.234  -1752.424  -6.8  -4.6  -3.85  -5.77  5.811  0.230  0.240  0.189  0.186  5.917  5.756
 92 140  0.249  -1765.684  -6.5  -5.1  -3.61  -5.79  5.829  0.246  0.253  0.191  0.189  5.945  5.773
 92 142  0.265  -1778.302  -6.1  -5.6  -2.39  -6.10  5.847  0.264  0.268  0.194  0.192  5.975  5.792
 92 144  0.271  -1789.981  -5.7  -6.1  -4.06  -7.09  5.862  0.270  0.271  0.176  0.175  6.001  5.807
 92 146  0.275  -1801.261  -5.6  -6.5  -4.25  -8.08  5.877  0.275  0.274  0.154  0.155  6.025  5.823
 92 148  0.282  -1812.210  -5.3  -6.9  -2.77  -8.96  5.894  0.282  0.281  0.135  0.138  6.051  5.840
 92 150  0.283  -1822.437  -4.9  -7.3  -1.89  -9.65  5.906  0.283  0.282  0.112  0.120  6.073  5.851
 92 152  0.275  -1831.678  -4.5  -7.6  -4.38 -10.36  5.917  0.276  0.274  0.087  0.098  6.093  5.862
 92 154  0.263  -1840.570  -4.4  -7.9  -5.43 -11.14  5.925  0.265  0.260  0.063  0.076  6.112  5.871
 92 156  0.254  -1849.204  -4.3  -8.2  -5.77 -12.05  5.934  0.256  0.250  0.038  0.054  6.132  5.880
 92 158  0.244  -1857.590  -4.2  -8.5  -5.77 -12.88  5.942  0.247  0.239  0.012  0.031  6.152  5.888
 92 160  0.233  -1865.818  -4.1  -8.7  -4.74 -13.41  5.950  0.237  0.226 -0.014  0.006  6.171  5.896
 92 162  0.226  -1873.854  -3.7  -9.1  -0.63 -13.75  5.961  0.231  0.218 -0.044 -0.021  6.193  5.907
 92 164  0.180  -1881.385  -3.8  -9.2  -5.79 -10.04  5.958  0.186  0.169 -0.027 -0.013  6.199  5.904
 92 166  0.157  -1888.861  -3.7  -9.4  -7.27  -8.76  5.964  0.163  0.147 -0.032 -0.019  6.215  5.910
 92 168  0.002  -1896.679  -3.9 -10.0 -12.97   0.00  5.961  0.002  0.001  0.000  0.000  6.217  5.907
 92 170  0.002  -1904.307  -3.7 -10.3 -12.07   0.00  5.972  0.002  0.001  0.000  0.000  6.239  5.918
 92 172 -0.004  -1911.672  -3.6 -10.5 -11.03   0.00  5.981 -0.004 -0.003  0.000  0.000  6.260  5.927
 92 174 -0.003  -1918.667  -3.4 -10.8  -9.80   0.00  5.990 -0.004 -0.003  0.000  0.000  6.282  5.936
 92 176 -0.003  -1925.328  -3.3 -11.1  -8.36   0.00  5.997 -0.003 -0.002  0.000  0.000  6.304  5.944
 92 178 -0.002  -1931.620  -3.1 -11.3  -6.71   0.00  6.005 -0.002 -0.002  0.000  0.000  6.326  5.951
 92 180 -0.002  -1937.491  -2.8 -11.5  -5.06   0.00  6.012 -0.002 -0.001  0.000  0.000  6.349  5.958
 92 182 -0.001  -1942.917  -2.6 -11.7  -3.07  -0.01  6.018 -0.001 -0.001  0.000  0.000  6.373  5.965
 92 184  0.000  -1947.899  -2.9 -11.9   0.00  -0.01  6.024  0.000 -0.001  0.000  0.000  6.398  5.971
 92 186 -0.001  -1949.057  -0.6 -12.3  -5.51  -0.03  6.045 -0.001 -0.001  0.000  0.000  6.422  5.992
 92 188 -0.001  -1950.198  -0.6 -12.7  -9.73  -0.02  6.065 -0.001 -0.001  0.000  0.000  6.446  6.012
 92 190 -0.001  -1951.324  -0.6 -13.0 -12.92   0.00  6.085 -0.001 -0.002  0.000  0.000  6.469  6.032
 92 192 -0.002  -1952.426  -0.6 -13.4 -15.28   0.00  6.104 -0.002 -0.002  0.000  0.000  6.493  6.051
 92 194 -0.002  -1953.486  -0.5 -13.8 -16.98   0.00  6.123 -0.002 -0.002 -0.001  0.000  6.516  6.070
 92 196  0.000  -1954.446  -0.5 -14.1 -18.28   0.00  6.141  0.000 -0.001  0.000  0.000  6.539  6.088
 92 198  0.000  -1955.333  -0.4 -14.4 -19.48   0.00  6.157  0.000  0.000  0.000  0.000  6.562  6.105
 92 200  0.212  -1957.178  -1.0 -15.0  -7.15 -10.28  6.194  0.211  0.212  0.183  0.155  6.630  6.142
 92 202  0.229  -1959.097  -0.9 -15.4  -6.70 -10.21  6.214  0.229  0.228  0.189  0.162  6.659  6.162
 92 204  0.238  -1960.705  -0.7 -15.7  -6.59 -10.49  6.231  0.238  0.237  0.180  0.156  6.684  6.180
 92 206  0.246  -1962.036  -0.6 -16.0  -6.05 -10.92  6.248  0.247  0.245  0.169  0.148  6.708  6.197
 92 208  0.255  -1963.028  -0.4 -16.3  -5.13 -11.43  6.265  0.256  0.253  0.157  0.141  6.733  6.214
 92 210  0.259  -1963.488  -0.2 -16.5  -7.37 -11.94  6.278  0.261  0.256  0.139  0.130  6.758  6.227
 92 212  0.261  -1963.721  -0.1 -16.7  -8.91 -12.58  6.291  0.263  0.256  0.119  0.115  6.782  6.240
 92 214  0.262  -1963.864  -0.1 -17.0  -9.00 -13.32  6.305  0.265  0.256  0.098  0.100  6.804  6.254
 92 216  0.263  -1963.909   0.0 -17.2  -7.68 -14.14  6.318  0.266  0.256  0.077  0.085  6.827  6.267
 94 126  0.000  -1673.251  -9.8   0.2   0.00  -8.86  5.697  0.000  0.000  0.000  0.000  5.726  5.641
 94 128 -0.001  -1687.854  -7.3  -0.3  -4.43  -8.60  5.718 -0.001 -0.001  0.000  0.000  5.755  5.661
 94 130  0.000  -1702.171  -7.2  -0.8  -7.33  -8.38  5.737  0.000  0.000  0.000  0.000  5.784  5.681
 94 132  0.024  -1716.507  -7.0  -1.2  -8.23  -8.11  5.756  0.024  0.024  0.003  0.003  5.811  5.701
 94 134 -0.003  -1730.386  -6.9  -1.7  -9.16  -7.94  5.776 -0.003 -0.004  0.000  0.000  5.839  5.720
 94 136  0.235  -1745.658  -7.7  -3.1  -5.50  -3.99  5.826  0.227  0.246  0.185  0.186  5.901  5.771
 94 138  0.246  -1760.701  -7.3  -3.6  -4.20  -3.42  5.843  0.239  0.256  0.189  0.189  5.928  5.788
 94 140  0.259  -1775.013  -7.0  -4.1  -3.90  -3.30  5.858  0.253  0.267  0.189  0.190  5.955  5.804
 94 142  0.272  -1788.675  -6.6  -4.6  -2.25  -3.52  5.875  0.268  0.278  0.190  0.191  5.983  5.820
 94 144  0.277  -1801.296  -6.2  -5.1  -4.08  -4.13  5.889  0.274  0.281  0.175  0.177  6.008  5.834
 94 146  0.281  -1813.472  -6.0  -5.6  -4.10  -5.01  5.904  0.280  0.284  0.156  0.160  6.033  5.849
 94 148  0.288  -1825.265  -5.7  -6.1  -2.18  -6.04  5.920  0.286  0.289  0.139  0.146  6.058  5.866
 94 150  0.287  -1836.155  -5.2  -6.4  -1.95  -7.04  5.930  0.286  0.289  0.116  0.128  6.079  5.876
 94 152  0.282  -1846.074  -4.9  -6.8  -4.14  -8.30  5.942  0.281  0.283  0.093  0.107  6.100  5.888
 94 154  0.270  -1855.593  -4.7  -7.1  -5.11  -9.75  5.952  0.270  0.271  0.069  0.086  6.118  5.898
 94 156  0.262  -1864.820  -4.6  -7.4  -5.48 -11.30  5.961  0.262  0.261  0.044  0.063  6.138  5.907
 94 158  0.252  -1873.780  -4.4  -7.7  -5.54 -12.69  5.969  0.253  0.250  0.017  0.039  6.158  5.915
 94 160  0.241  -1882.590  -4.4  -8.0  -4.50 -13.72  5.976  0.243  0.238 -0.011  0.012  6.177  5.923
 94 162  0.234  -1891.259  -4.0  -8.3  -0.01 -14.51  5.987  0.237  0.229 -0.042 -0.018  6.198  5.933
 94 164  0.194  -1899.118  -4.0  -8.5  -4.60 -12.20  5.987  0.197  0.188 -0.025 -0.007  6.205  5.933
 94 166  0.171  -1906.942  -3.9  -8.7  -6.28 -11.72  5.992  0.174  0.165 -0.030 -0.013  6.221  5.939
 94 168  0.147  -1914.664  -3.9  -8.9  -6.84 -11.64  5.998  0.151  0.141 -0.033 -0.018  6.237  5.944
 94 170 -0.090  -1922.812  -4.0  -9.2  -8.75  -5.43  6.002 -0.094 -0.084  0.031  0.027  6.248  5.949
 94 172 -0.084  -1930.663  -3.8  -9.4  -7.48  -5.75  6.011 -0.088 -0.077  0.026  0.023  6.268  5.958
 94 174 -0.068  -1938.099  -3.7  -9.6  -7.19  -6.46  6.018 -0.071 -0.062  0.014  0.013  6.288  5.965
 94 176 -0.053  -1945.194  -3.5  -9.7  -6.28  -7.03  6.025 -0.056 -0.048  0.005  0.005  6.307  5.971
 94 178  0.000  -1951.917  -3.3  -9.8  -6.40  -7.76  6.031  0.000  0.000  0.000  0.000  6.327  5.977
 94 180 -0.005  -1958.348  -3.1 -10.1  -4.90  -7.89  6.037 -0.005 -0.004  0.000  0.000  6.349  5.984
 94 182 -0.002  -1964.243  -2.8 -10.3  -3.02  -8.03  6.043 -0.002 -0.002  0.000  0.000  6.372  5.990
 94 184 -0.001  -1969.680  -3.1 -10.5   0.00  -8.16  6.048  0.000 -0.001  0.000  0.000  6.397  5.995
 94 186 -0.001  -1971.564  -1.0 -10.9  -5.45  -8.11  6.069 -0.001 -0.001  0.000  0.000  6.421  6.016
 94 188 -0.002  -1973.420  -0.9 -11.2  -9.53  -8.06  6.090 -0.002 -0.003  0.000  0.000  6.445  6.037
 94 190 -0.003  -1975.209  -0.9 -11.6 -12.56  -8.02  6.110 -0.003 -0.003  0.000  0.000  6.468  6.058
 94 192  0.000  -1977.001  -0.9 -11.9 -14.70  -7.97  6.130  0.000  0.000  0.000  0.000  6.492  6.077
 94 194  0.000  -1978.755  -0.9 -12.3 -16.11  -7.92  6.149  0.000  0.000  0.000  0.000  6.515  6.097
 94 196  0.154  -1980.843  -1.3 -13.5  -8.90 -10.55  6.171  0.154  0.154  0.138  0.114  6.565  6.119
 94 198  0.195  -1983.693  -1.4 -13.9  -7.34 -10.01  6.199  0.193  0.198  0.172  0.148  6.599  6.147
 94 200  0.218  -1986.499  -1.3 -14.2  -7.12  -9.29  6.221  0.216  0.222  0.186  0.162  6.630  6.169
 94 202  0.233  -1989.045  -1.2 -14.5  -6.67  -8.92  6.239  0.232  0.237  0.189  0.166  6.657  6.188
 94 204  0.242  -1991.284  -1.1 -14.8  -6.45  -9.03  6.256  0.241  0.245  0.181  0.160  6.681  6.204
 94 206  0.250  -1993.232  -0.9 -15.2  -5.78  -9.31  6.272  0.249  0.253  0.170  0.153  6.704  6.220
 94 208  0.259  -1994.825  -0.6 -15.5  -4.21  -9.69  6.287  0.258  0.261  0.159  0.147  6.728  6.236
 94 210  0.262  -1995.763  -0.4 -15.7  -6.94 -10.36  6.301  0.262  0.262  0.142  0.134  6.753  6.250
 94 212  0.263  -1996.472  -0.3 -16.0  -8.49 -11.23  6.314  0.264  0.262  0.121  0.119  6.776  6.263
 94 214  0.264  -1997.089  -0.3 -16.2  -8.49 -12.20  6.327  0.265  0.261  0.101  0.104  6.798  6.276
 94 216  0.265  -1997.595  -0.2 -16.5  -7.12 -13.20  6.340  0.267  0.262  0.080  0.089  6.820  6.289
 94 218  0.265  -1997.834   0.0 -16.7  -5.36 -14.25  6.351  0.267  0.261  0.059  0.074  6.842  6.301
 96 130  0.057  -1703.175  -7.9  -0.3  -4.27 -11.69  5.767  0.054  0.062  0.028  0.030  5.794  5.711
 96 132  0.082  -1718.780  -7.6  -0.9  -4.22 -11.01  5.788  0.079  0.088  0.036  0.040  5.824  5.732
 96 134  0.186  -1734.317  -8.1  -1.7  -6.01  -7.91  5.823  0.178  0.198  0.138  0.141  5.870  5.768
 96 136  0.245  -1750.771  -8.1  -2.1  -6.66  -5.17  5.858  0.237  0.256  0.174  0.175  5.914  5.803
 96 138  0.254  -1766.715  -7.8  -2.5  -5.25  -4.72  5.873  0.246  0.265  0.179  0.180  5.939  5.818
 96 140  0.268  -1782.027  -7.5  -3.0  -4.64  -3.89  5.889  0.261  0.278  0.182  0.183  5.966  5.835
 96 142  0.279  -1796.738  -7.1  -3.4  -2.53  -3.04  5.905  0.273  0.289  0.184  0.185  5.992  5.850
 96 144  0.285  -1810.400  -6.7  -3.9  -4.24  -2.90  5.919  0.280  0.293  0.170  0.173  6.017  5.865
 96 146  0.289  -1823.597  -6.5  -4.4  -4.05  -3.08  5.933  0.285  0.295  0.154  0.159  6.041  5.879
 96 148  0.294  -1836.367  -6.1  -4.9  -1.42  -3.52  5.947  0.291  0.298  0.139  0.146  6.065  5.893
 96 150  0.292  -1847.985  -5.6  -5.4  -2.02  -5.12  5.956  0.289  0.295  0.115  0.128  6.085  5.902
 96 152  0.286  -1858.697  -5.2  -5.8  -3.79  -6.87  5.967  0.284  0.290  0.092  0.107  6.106  5.913
 96 154  0.274  -1868.967  -5.1  -6.2  -4.68  -8.65  5.977  0.273  0.277  0.069  0.086  6.124  5.923
 96 156  0.267  -1878.822  -4.9  -6.6  -5.19 -10.27  5.987  0.266  0.269  0.045  0.065  6.145  5.933
 96 158  0.258  -1888.509  -4.8  -7.0  -5.32 -11.83  5.995  0.258  0.259  0.018  0.041  6.165  5.941
 96 160  0.248  -1897.950  -4.7  -7.3  -4.29 -13.10  6.003  0.248  0.248 -0.009  0.015  6.184  5.949
 96 162  0.240  -1907.253  -4.3  -7.6  -0.01 -14.18  6.012  0.241  0.239 -0.039 -0.014  6.204  5.959
 96 164  0.206  -1915.472  -4.2  -7.8  -3.92 -12.80  6.014  0.206  0.204 -0.024 -0.003  6.212  5.961
 96 166  0.183  -1923.659  -4.1  -8.0  -5.67 -12.95  6.020  0.184  0.181 -0.028 -0.009  6.227  5.966
 96 168  0.158  -1931.754  -4.1  -8.2  -6.30 -13.47  6.025  0.159  0.155 -0.031 -0.014  6.242  5.971
 96 170 -0.123  -1940.463  -4.3  -8.4  -7.07  -7.74  6.030 -0.125 -0.118  0.039  0.036  6.257  5.977
 96 172 -0.119  -1948.875  -4.0  -8.7  -4.39  -7.91  6.039 -0.122 -0.114  0.038  0.034  6.276  5.986
 96 174 -0.101  -1956.627  -3.8  -8.9  -5.22  -8.85  6.045 -0.103 -0.097  0.022  0.022  6.294  5.992
 96 176 -0.086  -1964.083  -3.7  -9.1  -4.43  -9.86  6.051 -0.088 -0.082  0.007  0.010  6.313  5.998
 96 178 -0.074  -1971.132  -3.4  -9.3  -2.57 -10.66  6.057 -0.076 -0.071 -0.003  0.003  6.332  6.004
 96 180 -0.039  -1977.806  -3.2  -9.4  -3.63 -12.11  6.061 -0.040 -0.037 -0.009 -0.005  6.351  6.008
 96 182 -0.003  -1984.117  -3.1  -9.6  -2.99 -12.83  6.066 -0.003 -0.003  0.000  0.000  6.372  6.013
 96 184 -0.001  -1990.006  -3.3  -9.8   0.00 -12.99  6.072 -0.001 -0.001  0.000  0.000  6.396  6.019
 96 186 -0.002  -1992.624  -1.3 -10.2  -5.42 -12.95  6.093 -0.002 -0.002  0.000  0.000  6.420  6.040
 96 188 -0.007  -1995.208  -1.3 -10.6  -9.32 -12.88  6.114 -0.006 -0.008  0.000  0.000  6.444  6.061
 96 190 -0.024  -1997.710  -1.3 -10.9 -11.46 -12.55  6.135 -0.022 -0.026  0.004  0.004  6.468  6.082
 96 192  0.101  -2000.608  -1.6 -11.7  -7.71  -9.08  6.153  0.099  0.103  0.092  0.078  6.505  6.101
 96 194  0.129  -2003.775  -1.6 -12.3  -8.69  -8.77  6.174  0.128  0.131  0.120  0.102  6.535  6.122
 96 196  0.168  -2007.169  -1.8 -12.8  -8.47  -9.01  6.200  0.166  0.171  0.152  0.133  6.568  6.148
 96 198  0.198  -2010.749  -1.8 -13.1  -7.59  -8.77  6.224  0.196  0.203  0.173  0.153  6.599  6.173
 96 200  0.218  -2014.127  -1.6 -13.4  -7.55  -8.57  6.244  0.216  0.223  0.181  0.160  6.627  6.193
 96 202  0.232  -2017.263  -1.5 -13.7  -7.20  -8.49  6.262  0.230  0.237  0.182  0.162  6.654  6.211
 96 204  0.242  -2020.123  -1.4 -14.0  -6.69  -8.52  6.278  0.240  0.246  0.175  0.157  6.678  6.227
 96 206  0.251  -2022.697  -1.2 -14.3  -5.76  -8.59  6.294  0.249  0.255  0.166  0.151  6.701  6.243
 96 208  0.259  -2024.900  -0.9 -14.6  -3.79  -8.71  6.309  0.257  0.263  0.157  0.145  6.725  6.258
 96 210  0.261  -2026.384  -0.7 -14.9  -6.73  -9.28  6.322  0.260  0.263  0.138  0.132  6.747  6.271
 96 212  0.262  -2027.639  -0.6 -15.2  -8.15 -10.06  6.335  0.262  0.263  0.119  0.117  6.770  6.284
 96 214  0.264  -2028.786  -0.6 -15.4  -8.03 -10.97  6.348  0.264  0.264  0.100  0.103  6.792  6.297
 96 216  0.266  -2029.792  -0.5 -15.7  -6.71 -11.99  6.360  0.266  0.265  0.080  0.089  6.815  6.310
 96 218  0.266  -2030.513  -0.2 -16.0  -5.06 -13.13  6.372  0.267  0.264  0.060  0.074  6.836  6.321
 96 220  0.261  -2030.723   0.0 -16.2  -6.73 -14.19  6.383  0.262  0.258  0.039  0.057  6.856  6.333
 98 130  0.087  -1703.183  -8.6   0.3  -2.28 -12.05  5.798  0.080  0.096  0.051  0.059  5.806  5.743
 98 132  0.250  -1718.983  -9.0  -0.5 -10.18  -5.50  5.863  0.242  0.261  0.145  0.149  5.882  5.809
 98 134  0.250  -1736.786  -8.8  -0.9  -8.93  -5.57  5.875  0.242  0.261  0.155  0.158  5.904  5.820
 98 136  0.249  -1754.110  -8.5  -1.2  -7.28  -5.70  5.886  0.242  0.260  0.162  0.163  5.925  5.831
 98 138  0.253  -1770.864  -8.2  -1.6  -5.93  -5.68  5.898  0.246  0.264  0.167  0.165  5.948  5.844
 98 140  0.264  -1786.977  -7.9  -2.0  -5.21  -5.53  5.913  0.257  0.274  0.169  0.167  5.973  5.858
 98 142  0.274  -1802.474  -7.5  -2.4  -3.61  -5.47  5.927  0.267  0.282  0.168  0.166  5.998  5.873
 98 144  0.279  -1817.097  -7.2  -2.9  -4.75  -5.51  5.941  0.274  0.287  0.154  0.155  6.023  5.887
 98 146  0.285  -1831.326  -7.0  -3.4  -4.28  -5.66  5.955  0.280  0.291  0.139  0.141  6.047  5.901
 98 148  0.292  -1845.097  -6.6  -3.9  -1.41  -5.87  5.970  0.288  0.297  0.126  0.130  6.071  5.916
 98 150  0.291  -1857.711  -6.1  -4.4  -2.11  -6.48  5.979  0.288  0.296  0.104  0.113  6.091  5.926
 98 152  0.287  -1869.449  -5.7  -4.9  -3.30  -7.36  5.991  0.284  0.292  0.082  0.094  6.112  5.937
 98 154  0.275  -1880.571  -5.5  -5.4  -4.12  -8.21  6.001  0.272  0.279  0.062  0.076  6.131  5.947
 98 156  0.269  -1891.307  -5.3  -5.8  -4.80  -9.30  6.011  0.267  0.273  0.039  0.058  6.151  5.958
 98 158  0.263  -1901.757  -5.1  -6.2  -5.03 -10.53  6.020  0.261  0.266  0.015  0.037  6.171  5.966
 98 160  0.255  -1911.893  -5.0  -6.6  -4.04 -11.71  6.028  0.253  0.257 -0.010  0.014  6.190  5.975
 98 162  0.247  -1921.852  -4.6  -6.9  -0.01 -12.90  6.038  0.246  0.248 -0.037 -0.012  6.210  5.984
 98 164  0.216  -1930.450  -4.4  -7.1  -3.65 -12.22  6.041  0.215  0.218 -0.024 -0.001  6.219  5.988
 98 166  0.193  -1939.026  -4.3  -7.3  -5.32 -12.94  6.046  0.192  0.195 -0.028 -0.007  6.234  5.993
 98 168  0.167  -1947.512  -4.3  -7.5  -5.93 -14.06  6.050  0.166  0.168 -0.031 -0.012  6.248  5.997
 98 170 -0.138  -1956.542  -4.7  -7.6  -6.55  -9.33  6.055 -0.139 -0.136  0.039  0.036  6.263  6.002
 98 172 -0.135  -1965.558  -4.3  -7.9  -3.07  -9.49  6.065 -0.137 -0.133  0.038  0.035  6.282  6.012
 98 174 -0.116  -1973.721  -4.0  -8.2  -4.59 -10.55  6.070 -0.117 -0.114  0.021  0.023  6.299  6.017
